platform,komentar,timestamp,komentar_clean
YouTube,Sepakat mundur atau pecat semua jaksa kurang ajar semua itu,2026-04-18 12:20:45,sepakat mundur pecat semua jaksa kurang ajar semua
YouTube,Kenapa klo pejabat membuat kesalahan tidak ditindak???  Tidak dihukum!!!?????  Dia sudah merugikan orang baik moril maupun materil selama berbulan bulan!!!!!,2026-04-18 12:20:45,klo jabat buat salah tindak hukum sudah rugi orang baik moril maupun materil lama bulan bulan
YouTube,"Pecat smua....!!!!!!! mentang2 punya jabatan,merasa hebat, kerja pakai seragam smau hati smua. Apa lagi punya jabatan lebih tinggi,lebih parah tingkahnya.",2026-04-18 12:20:45,pecat smua mentang punya jabatanmerasa hebat kerja pakai seragam smau hati smua apa punya jabat lebih tinggilebih parah tingkah
YouTube,"tolong PPATK, di periksa juga rekening para anggota DPR ini, bisa2 sudah gendut sekali, jadi kuat teriak nya",2026-04-18 12:20:45,ppatk periksa rekening anggota dpr bisa gendut sekali jadi kuat teriak nya
YouTube,Namanya dah terima uang gimnaau di tangguh kan tahanan nya hahhaha kena batu nya kan kalian makan tu pecat semuanya selidiki terbukti terima suap penjarakan,2026-04-18 12:20:45,nama dah terima uang gimnaau tangguh kan tahan nya hahhaha kena batu nya kan kalian makan tu pecat semua selidik bukti terima suap penjara
YouTube,JPU = Jasa Pencari Uang,2026-04-18 12:20:45,jpu jasa cari uang
YouTube,Hakim.dan jaksa maling ,2026-04-18 12:20:45,hakimdan jaksa maling
YouTube,Byk jaksa2 skrg bermasalah kayaknya rata2 pengen cepat kaya raya makanya kebanyakan maenin kasus..,2026-04-18 12:20:45,byk jaksa skrg masalah kayak rata ken cepat kaya raya makanya banyak maenin kasus
YouTube,"Copot semua yang terlibat , kpk audit keuangan mereka , sudah pasti ini kasus pesananan yg di bayar seseorang..",2026-04-18 12:20:45,copot semua libat kpk audit uang sudah ini kasus pesananan yg bayar orang
YouTube,Kejaksaan SDM rendah patut di pecaaaaatttt,2026-04-18 12:20:45,jaksa sdm rendah patut pecaaaaatttt
YouTube,Yaa begitulah jaksa demi cuan.,2026-04-18 12:20:45,yaa begitu jaksa cuan
YouTube,Kenapa uknum aparat penegakan hukum di Indonesia bobrok karna di kepala² mereka uang dan uang dan jabatan,2026-04-18 12:20:45,uknum aparat tega hukum indonesia bobrok karna kepala uang uang jabat
YouTube,mundurrrrr!!!!!,2026-04-18 12:20:45,mundurrrrr
YouTube,PECAT SEMUA TERUTAMA YG PEREMPUAN TUH,2026-04-18 12:20:45,pecat semua utama yg perempuan tuh
YouTube,"Wkwkwk antara tolol, bodoh , ter intimidasi atau masuk jalur gorong2 , ntahlah.",2026-04-18 12:20:45,wkwkwk tolol bodoh ter intimidasi masuk jalur gorong ntahlah
YouTube,Apa mungkin Kejari dpt upeti berjamaah...pecat semua lah..,2026-04-18 12:20:45,apa mungkin kejar dpt upeti berjamaahpecat semua lah
YouTube,Jgn cuman minta maaf dipecat bikin susah,2026-04-18 12:20:45,jgn cuman minta maaf pecat bikin susah
YouTube,Jaksa2 ini baiknya dihukum mati supaya jadi efek jera,2026-04-18 12:20:45,jaksa baik hukum mati jadi efek jera
YouTube,"fikirin... kita kerja capek bayar pajak, beli air minum kena pajak, beli bensin kena pajak.... dan pajak itu buat bayar penegak hukum yg bobrok, kejaksaan yg bobrokkk, juga kadang sampe ke pengadilan yg bobrokkk pula... Bnr2 mirissss",2026-04-18 12:20:45,fikirin kerja capek bayar pajak beli air minum kena pajak beli bensin kena pajak pajak buat bayar tegak hukum yg bobrok jaksa yg bobrokkk kadang sampe adil yg bobrokkk bnr mirissss
YouTube,Nyawa sama nasib orang dipertaruhkan sama model jaksa begini... Wkwkwk,2026-04-18 12:20:45,nyawa sama nasib orang taruh sama model jaksa begini wkwkwk
YouTube,Kok mundur pak diperiksa dan dipecat aja pak...,2026-04-18 12:20:45,kok mundur pak periksa pecat aja pak
YouTube,"Komisi 3 nilainya A, jaksa nilainya E.",2026-04-18 12:20:45,komisi nilai a jaksa nilai e
YouTube,Berlebihan... coba berani tidak awasi dan sarankan dengan keras utk usut kasus kkn mulyono dan anak anaknya krn itulah biang asal usul kerusakan hukum di Indonesia,2026-04-18 12:20:45,lebih coba berani awas saran keras utk usut kasus kkn mulyono anak anak krn biang asal usul rusa hukum indonesia
YouTube,satu kata PECAT agar supaya korban2 dari mereka tidak bertambah,2026-04-18 12:20:45,satu kata pecat supaya korban mereka tambah
YouTube,Isinye penjahat semua modal di kasih seragam tp moralnya penjahat kabeh,2026-04-18 12:20:45,isinye jahat semua modal kasih seragam tp moral jahat kabeh
YouTube,"Kayak gini next bisa jadi pimpinan, negara makin amburadul... mumpung msh dini lbh baik tumpas habis org2 bodoh yg memanfaatkan jabatannya",2026-04-18 12:20:45,kayak gin next jadi pimpin negara makin amburadul mumpung msh dini lbh baik tumpas habis org bodoh yg manfaat jabat
YouTube,Jaksa penjahat pencari kekayaaan duit pada org kecil,2026-04-18 12:20:45,jaksa jahat cari kekayaaan duit org kecil
YouTube,Jaksa nya perampok,2026-04-18 12:20:45,jaksa nya rampok
YouTube,"Legislatif, yudikatif, eksekutif SEHARUSNYA memiliki aturan aturan sendiri yg mengarah pada  pemecatan tidak hormat, bagi semua anggota yg tidak melaksanakan aturan bersama tersebut,jangan biarkan perusak hukum aturan keadilan bagi seluruh rakyat Indonesia dilecehkan mereka   LIBATKAN lah seluruh kemampuan para pengatur,dan jangan KORUPSI, bikin aturan untuk kepentingan institusi dan MERUGIKAN RAKYAT BANGSA DAN NEGARA INDONESIA....mampu?....  Kalau tidak mampu, TERLALU Banyak manusia yg fokus pada pencitraan diri saja... BOKBROK HUKUM di NKRI",2026-04-18 12:20:45,legislatif yudikatif eksekutif milik atur atur sendiri yg arah pecat hormat semua anggota yg laksana atur sama tersebutjangan biar usak hukum atur adil seluruh rakyat indonesia leceh libat lah seluruh mampu pengaturdan jangan korupsi bikin atur penting institusi rugi rakyat bangsa negara indonesiamampu kalau mampu terlalu banyak manusia yg fokus citra diri bokbrok hukum nkri
YouTube,"Pecat,",2026-04-18 12:20:45,pecat
YouTube,Parah PECAT ADALAH KATA YANG PALING SOPAN DALAM KASUS INI.  SELANJUTNYA PROSES HUKUM.,2026-04-18 12:20:45,parah pecat kata paling sopan kasus lanjut proses hukum
YouTube,D P R  GAK PECUS KERJA ... BACOOOT DOANG  DPR HANYA MENGHABISKAN UANG NEGARA  U U PERAMPASAN ASET GAGAL TOTAL  NOL ... NOL ... NOL ️,2026-04-18 12:20:45,d p r gak cus kerja bacooot doang dpr habis uang negara u u ampas aset gagal total nol nol nol
YouTube,Rusaaaak....,2026-04-18 12:20:45,rusaaaak
YouTube,Sandiwara apa ini,2026-04-18 12:20:45,sandiwara apa
YouTube,Memang boleh itu terima mobil ?,2026-04-18 12:20:45,memang itu terima mobil
YouTube,Saudaraku siapa beliau yg berbicara ini namanya dan dari praksi apa??? Terimakasih ,2026-04-18 12:20:45,saudara siapa beliau yg bicara nama dari praksi apa terimakasih
YouTube,"Begitu lembeknya jaksa di RDP dengan DPR, berbanding terbalik ketika di kantornya",2026-04-18 12:20:45,lembek jaksa rdp dpr banding balik di kantor
YouTube,"Akibat perekrutan yg abal2 akhir nya menghasilkan kebodohan hukum...& Kedzoliman terhadap anak bangsa"" smua lmbaga hukum di negri ini berbenah lh""..terlalu byk pecundang bedebahhh di negri ini""..",2026-04-18 12:20:45,akibat rekrut yg abal akhir nya hasil bodoh hukum kedzoliman anak bangsa smua lmbaga hukum negri benah lhterlalu byk cundang bedebahhh negri
YouTube,SIAPA YG UNTUNG DIBALIK KASUS INI ! ITU YG PERLU DISELIDIKI.,2026-04-18 12:20:45,siapa yg untung balik kasus itu yg perlu selidik
YouTube,Menit 6.40  mammmpooooooosssssssssssss Menit 11.40  mammmpooooosssssss,2026-04-18 12:20:45,menit mammmpooooooosssssssssssss menit mammmpooooosssssss
YouTube,"PEJABAT YG UGAL UGALAN,HARUS MUNDUR ATAU DI PECAT,PENGGANTINYA BANYAK BOSS.",2026-04-18 12:20:45,jabat yg ugal ugalanharus mundur di pecatpenggantinya banyak boss
YouTube,"pimpinannya sdh gagal membina bawahan, harus dihukum semua",2026-04-18 12:20:45,pimpin sdh gagal bina bawah hukum semua
YouTube,Menangkap Sylvester aja seluruh jaksa di Indonesia ini tdk mampu. Ganti itu Jaksa Agung.,2026-04-18 12:20:45,tangkap sylvester aja seluruh jaksa indonesia tdk mampu ganti jaksa agung
YouTube,"menurut saya ini adalah fenomena gunung es, artinya yang muncul ke permukaan hanya sebagian kecil, sementara yang tidak tampak pasti luar biasa besar!!! sebagai rakyat hidup kita terancam oleh perilaku dan kejahatan oleh aparat!! kalau sama penjahat semacam, maling, perampok, begal masih mending secara fisik kita masih bisa melawan. kalau sama aparat gimana kami melawan kejahatannya? ketidakadilannya",2026-04-18 12:20:45,saya adalah fenomena gunung es arti muncul muka bagi kecil yang tampak luar biasa besar rakyat hidup ancam perilaku jahat aparat kalau sama jahat macam maling rampok begal mending fisik masih lawan kalau sama aparat gimana lawan jahat ketidakadilannya
YouTube,"Biasa promosi setiap perkara utk mendapatkan kredit point bagi penegak hukum tidak peduli mencederai hukum yang penting  berkuasa, pekerjaan tolol dan bejat nol rupiah...",2026-04-18 12:20:45,biasa promosi perkara utk dapat kredit point tegak hukum peduli cedera hukum penting kuasa kerja tolol bejat nol rupiah
YouTube,MEREKA LAGI BERSANDIWARA DI PANGGUNG OPERA ,2026-04-18 12:20:45,lagi sandiwara panggung opera
YouTube,Yg jd pertanyaan kok ada jaksa kinerja nya spt itu.. rekrutmen nya gimna iy.. ,2026-04-18 12:20:45,yg jd tanya kok jaksa kerja nya spt rekrutmen nya gimna iy
YouTube,"7:10 beda budaya pak, mereka budaya nya pakai brownis, kan diakui sama wira itu.",2026-04-18 12:20:45,beda budaya pak budaya nya pakai brownis kan aku sama wira
YouTube,JAKSA PENUNTUT UMUM waktu KULIAH bayar PIJET Salam AKAL WARAS ,2026-04-18 12:20:45,jaksa tuntut umum waktu kuliah bayar pijet salam akal waras
YouTube,pecat saja jika memang tidak kompeten dan menjadi pemfitnah,2026-04-18 12:20:45,pecat jika memang kompeten jadi fitnah
YouTube,Pecaat..korban ga butuh kata2 maaf..enak aj,2026-04-18 12:20:45,pecaatkorban ga butuh kata maafenak aj
YouTube,"Kalau disuruh mundur, berarti nanti jadi pengangguran dong..Nanti gimana mereka bayar hutang  YTTA",2026-04-18 12:20:45,kalau suruh mundur arti jadi anggur dongnanti gimana bayar hutang ytta
YouTube,Begini kl jd pejabat pake orang dalam dan nyogok,2026-04-18 12:20:45,begini kl jd jabat pake orang dan nyogok
YouTube,Parah sih kok orang ini bisa kerja ngurus hukum,2026-04-18 12:20:45,parah sih kok orang bisa kerja ngurus hukum
YouTube,"Jaksa RI yang bodoh dan tidak kompeten, dipecat saja ! (penghematan pengeluaran gaji + pensiun) Masih banyak jaksa lain yang lebih pintar dan amanah...",2026-04-18 12:20:45,jaksa ri bodoh tidak kompeten pecat hemat keluar gaji pensiun banyak jaksa yang lebih pintar amanah
YouTube,Mundur kan cuma buat orang yang masih punya rasa malu pak.,2026-04-18 12:20:45,mundur kan cuma buat orang masih punya rasa malu pak
YouTube,jaksa jaksa.  asli masuk lewat depan atau belakang .  kok nyusahin rakyat aja.,2026-04-18 12:20:45,jaksa jaksa asli masuk lewat depan belakang kok nyusahin rakyat aja
YouTube,Jaksa yg nakal di Karo ditarik ke Medan non jobkan dsn diberi tugas belajar,2026-04-18 12:20:45,jaksa yg nakal karo tarik medan non jobkan dsn beri tugas ajar
YouTube,"Ternyata yg nuduh orang korupsi, eee doyan gratifikasi jg",2026-04-18 12:20:45,nyata yg nuduh orang korupsi eee doyan gratifikasi jg
YouTube,130 hr masukkan juga mereka yg salah ke dalam penjara,2026-04-18 12:20:45,hr masuk mereka yg salah dalam penjara
YouTube,Yahhh.. kena pecat. Dahh tamat karier dahh,2026-04-18 12:20:45,yahhh kena pecat dahh tamat karier dahh
YouTube,"INTINYA SAJA PAK DANA DESA HARUS DI AUDIT DARI PUSAT SUPAYA  KADES TIDAK BERMAIN DGN CAMAT, BUPATI DAN JAKSA ",2026-04-18 12:20:45,inti pak dana desa di audit pusat kades main dgn camat bupati jaksa
YouTube,RAKYAT NKRI BANYAK ORANG YANG JUJUR YANG ADA KENYATAAN DI NKRI BANYAK OKNUM PEJABAT NKRI YANG TAK JUJUR BANYAK OKNUM APARAT HUKUM YANG TAK JUJUR DAN BANYAK OKNUM ASN YANG TAK JUJUR. KEBOBROKAN BIROKRASI NKRI DI ISI MAYORITAS OLEH PARA OKNUM MAFIA BIROKRASI.,2026-04-18 12:20:45,rakyat nkri banyak orang jujur ada nyata nkri banyak oknum jabat nkri tak jujur banyak oknum aparat hukum tak jujur banyak oknum asn tak jujur bobrok birokrasi nkri isi mayoritas para oknum mafia birokrasi
YouTube,"KAJARI NYA PERIKSA JUGA,SIAPA TAU DAPAT SETORAN DARI ANAK BUAHNYA JAKSA2 KURANG AJAR ITU. WAJIB PECAT KAJATI,JAKSA2 YG SEMUA TERLIBAT. POLISI JUGA DIPERIKSA ITU SIAPATAU DAPAT SETORAN JUGA. PECAT SEMUANYA,SPY JADI PELAJARAN.",2026-04-18 12:20:45,kajari nya periksa jugasiapa tau setor anak buah jaksa kurang ajar wajib pecat kajatijaksa yg semua libat polisi periksa siapatau setor pecat semuanyaspy jadi ajar
YouTube,HANCUR SUDAH INDONESIA INI,2026-04-18 12:20:45,hancur indonesia
YouTube,"Kl ga dipecat, berarti cuma drama dan omon2. DPR aja dipermainkan, apalagi rakyat kecil.",2026-04-18 12:20:45,kl ga pecat arti cuma drama omon dpr aja main rakyat kecil
YouTube,"Kejaksaan jd macan ompong di Depan komisi III ,tidak berkutik",2026-04-18 12:20:45,jaksa jd macan ompong depan komisi iii kutik
YouTube,Dgn sumpah.mereka hanya main2 dgn sumpah nya dgn tuhan nya.inget bos perbuatan anda SDH tercatat oleh tuhan.malaikat Munkar nankir.anda sering permainkan hukum dgn baik.para jaksa dari dl bermain dgn kasus yg haram.penajarkan periksa semua jaksa2 yg bermain.kpk hanya BS diam doang.mana brani KPK tangkap para jaksa yg ber main dgn hukum.jgn di biarkan bebas dlm bermain kasus.,2026-04-18 12:20:45,dgn sumpahmereka main dgn sumpah nya dgn tuhan nyainget bos buat sdh catat tuhanmalaikat munkar nankiranda sering main hukum dgn baikpara jaksa dl main dgn kasus yg harampenajarkan periksa semua jaksa yg bermainkpk bs diam doangmana brani kpk tangkap jaksa yg ber main dgn hukumjgn biar bebas dlm main kasus
YouTube,Beginilah klo kebiasaan masuk kerja pake cara nyogok. Bahkan sekelas jaksa aja SDM nya rendah.,2026-04-18 12:20:45,begini klo biasa masuk kerja pake cara nyogok bahkan kelas jaksa aja sdm nya rendah
YouTube,"Jaksa masih muda kayak gitu aja kelakuannya sudah begitu, tua nya makin jadi model anak begini. Heran, hukum kok bisa di pegang orang² kek gini.",2026-04-18 12:20:45,jaksa muda kayak gitu aja laku begitu tua nya makin jadi model anak begini heran hukum kok di pegang orang kek gin
YouTube,"Itu jaksa² coba dicek sekalian cara masuknya bagaimana dan sodaranya yg jaksa jg sapa aja. Itulah sebab utamanya, hanya diisi oleh golongan tertentu yg tidak kapabel dan cara masuknya dipertanyakan. Jd KL mau bersih² jgn nanggung",2026-04-18 12:20:45,jaksa coba cek sekali cara masuk bagaimana sodaranya yg jaksa jg sapa aja sebab utama isi golong tentu yg kapabel cara masuk tanya jd kl mau bersih jgn nanggung
YouTube,Hayooooo siapa kmaren gerangan yang minta rudal  iran diarahkan ke gedung DPR segera minta maaf sama komisi 3,2026-04-18 12:20:45,hayooooo siapa kmaren gerangan minta rudal iran arah gedung dpr segera minta maaf sama komisi
YouTube,Ya itulah. Kelompok Buta akal buta hati. Bukti nyata puncak proses pendidikan tak dihargai. Takakan pernah seorang profesional atau ahli yg meraih keahliannya dengan penuh dedikasi dari nol (belum bisa apa-apa) sampai ahli - DIHARGAI - dalam kelompok sarat KKN! HUKUMPUN DIINJAK2.,2026-04-18 12:20:45,itu kelompok buta akal buta hati bukti nyata puncak proses didik tak harga takak pernah orang profesional ahli yg raih ahli penuh dedikasi nol bisa apaapa ahli harga kelompok sarat kkn hukum injak
YouTube,"Terlalu enak jika para Jaksa dan para pejabat yang terlibat disuruh mundur, jika demikian mereka tinggal menikmati hasil selama menjabat, Sepantasnya mereka di pecat tidak terhormat dan kirim mereka ke nusakambangan biar tau mereka yang terbiasa jeblosin orang ke penjara.",2026-04-18 12:20:45,terlalu enak para jaksa para jabat libat suruh mundur demikian tinggal nikmat hasil lama jabat pantas di pecat hormat kirim nusakambangan biar tau yang biasa jeblosin orang ke penjara
YouTube,Sdh kebiasaan rasa dewa  Ngatur hidup manusia,2026-04-18 12:20:45,sdh biasa rasa dewa ngatur hidup manusia
YouTube,Sebenarnay kedua kelompok ini.... SAMA SAJA,2026-04-18 12:20:45,sebenarnay dua kelompok sama
YouTube,Jaksa polisi kebanyakan pencari Cuan,2026-04-18 12:20:45,jaksa polisi banyak cari cuan
YouTube,Kejaksaaan mayoritas isinya jual beli kasus,2026-04-18 12:20:45,kejaksaaan mayoritas isi jual beli kasus
YouTube,"Pasti lupa kalau ada Allah melihat perlakuannya, lupa sumpah nya",2026-04-18 12:20:45,lupa kalau allah lihat laku lupa sumpah nya
YouTube,"DPR cari panggung baru, jadi hakim senayan. Lupa tahun lalu minta naik gaji dan diminta mundur oleh pemilihnya.",2026-04-18 12:20:45,dpr cari panggung baru jadi hakim senayan lupa tahun lalu minta naik gaji minta mundur pilih
YouTube,"pecat aja semua itu, kejarii dan JPU otaknya ditaro didengkulll",2026-04-18 12:20:45,pecat aja semua jari jpu otak ditaro didengkulll
YouTube,Terpidana matutina jangan lupa tuh masih ngumpet di solo,2026-04-18 12:20:45,pidana matutina jangan lupa tuh ngumpet solo
YouTube,"Kajari dan JPU kl kulitnya diiris, sdh ga keluar darah tuh ",2026-04-18 12:20:45,kajari jpu kl kulit iris sdh ga keluar darah tuh
YouTube,Pecat dan pidanakan saja masih banyak orang indonesia yang jujur buat ganti jaksa. Pemerintah menyulitkan diri sendiri dengan memelihara para penjahat.,2026-04-18 12:20:45,pecat pidana masih banyak orang indonesia jujur buat ganti jaksa perintah sulit diri sendiri pelihara jahat
YouTube,Bajingan bukan hanya ditarik tapi langsung dipecat karena mereka mencari duit bukan kerja baik dan benar ok ???,2026-04-18 12:20:45,bajing bukan tarik langsung pecat mereka cari duit bukan kerja baik benar
YouTube,Enak kali klo cuma mundur bang hinca....ada reward n punishment donk harusnya,2026-04-18 12:20:45,enak kali klo cuma mundur bang hincaada reward n punishment donk harus
YouTube,"Jd skrg udah paham kan, knp korupsi di negeri ini msh merajalela?! Jaksa2 nya aja modelan kyk gini semua! ",2026-04-18 12:20:45,jd skrg udah paham kan knp korupsi negeri msh rajalela jaksa nya aja model kyk gin semua
YouTube,Oknum jaksa otak NAFIA HNYA UANG DI OTAK,2026-04-18 12:20:45,oknum jaksa otak nafia hnya uang otak
YouTube,Peradilan sesat ini juga yg dialami para terpidana kasus Vina Cirebon,2026-04-18 12:20:45,adil sesat juga yg alami pidana kasus vina cirebon
YouTube,Slogan aparat konoha yg byk jd keparat tetapkn dulu tsk baru cari brg bukti,2026-04-18 12:20:45,slogan aparat konoha yg byk jd keparat tetapkn dulu tsk baru cari brg bukti
YouTube,Aku senang liat DPR - RI komisi 3 kerjanya gercep membela masyarakat yg di krimininalisasi oleh penegak hukum. alangkah lebih baik penegak hukum yg mengkriminalisasi masyarakat di rekomendasikan di pecat,2026-04-18 12:20:45,aku senang liat dpr ri komisi kerja gercep bela masyarakat yg krimininalisasi tegak hukum alangkah lebih baik tegak hukum yg kriminalisasi masyarakat rekomendasi pecat
YouTube,pecat...klo cuma begini ngga ada efek jera,2026-04-18 12:20:45,pecatklo cuma begini ngga efek jera
YouTube,Oknum2 Jaksa sekarang arogan pada masa 10 tahun terakhir ini,2026-04-18 12:20:45,oknum jaksa sekarang arogan masa tahun akhir
YouTube,"Jaksa kasi kuliah dlu itu pak hinca ,kok bisa bgit JD jaksa ga paham menerapkan hukum yg mn itu dipertaruhkan harkat dan martabat manusia",2026-04-18 12:20:45,jaksa kasi kuliah dlu pak hinca kok bgit jd jaksa ga paham terap hukum yg mn taruh harkat martabat manusia
YouTube,Yg gw khawatirkan ada pihak asing yg masuk ke lembaga/institusi negara. Dalam hal ini lembaga hukum utk merusak tatanan pengelola hukum.  Apakah pihak asing itu adalah george soros?,2026-04-18 12:20:45,yg gw khawatir pihak asing yg masuk lembagainstitusi negara hal lembaga hukum utk rusak tatanan kelola hukum pihak asing adalah george soros
YouTube,"Terkutuklah kau hai jaksa,hakim dll yg menggunakan jabatan sebagai ajang pencarian kekayaan pribadi.",2026-04-18 12:20:45,kutuk kau hai jaksahakim yg guna jabat ajang cari kaya pribadi
YouTube,"Hakim dan Jaksa sering disebut sebagai ""wakil Tuhan"" atau perpanjangan tangan-Nya dibumi apakah dengan ini merasa angkuh, sehingga tidak bisa disalahkan tetapi menyalahkan.",2026-04-18 12:20:45,hakim jaksa sering sebut wakil tuhan panjang tangan bumi dengan rasa angkuh tidak salah salah
YouTube,Pecat,2026-04-18 12:20:45,pecat
YouTube,"Pecat,dan suruh sekolah lagi...",2026-04-18 12:20:45,pecatdan suruh sekolah
YouTube,Bandit2nya itu ternyata ada di aparat penegak hukum..itu KAJARI nya yg prnh menangkap tom lembong..hacuuurr negeri ini klo aparatnya sdh makan suap..pantas nangkep silfester aja gak bs..bs jd uang suapnya gede,2026-04-18 12:20:45,bandit nyata di aparat tegak hukumitu kajari nya yg prnh tangkap tom lembonghacuuurr negeri klo aparat sdh makan suappantas nangkep silfester aja gak bsbs jd uang suap gede
YouTube,"Rasain kalian ada juga masa nya kalian apes, ketahuan sampe viral boroknya tabiat. Sudah rahasia umum lah kelakuan aparat hukum di sumut itu.",2026-04-18 12:20:45,rasain kalian juga masa nya kalian apes tahu sampe viral borok tabiat rahasia umum lah laku aparat hukum sumut
YouTube,"Udah dpt dibubarin aja ngabisin keuangan negara, apalagi DPR nga ada gunanya buat rakyat, malah banyak negatifnya tempat kongbkalingkong uang haram dan sarang korupsi",2026-04-18 12:20:45,udah dpt dibubarin aja ngabisin uang negara dpr nga guna buat rakyat malah banyak negatif tempat kongbkalingkong uang haram sarang korupsi
YouTube,"Masukkan SI PURBA dan JPU KE LP TANJUNG KUSTA, BEGITULAH SOMBONG NYA MEREKA, SETELAH ANGGOTA DPR MELIHAT LANGSUNG kerja mereka.",2026-04-18 12:20:45,masuk si purba jpu lp tanjung kusta begitu sombong nya telah anggota dpr lihat langsung kerja
YouTube,Batak lg...Batak lg  Kenapa di Sumut sering sekali terjadi Masalah / Kasus ...?!??,2026-04-18 12:20:45,batak lgbatak lg di sumut sering sekali jadi masalah kasus
YouTube,"Sudah berapa korban di negara ini yang keadilannya di renggut oleh Jaksa Tolol yang tidak menjalankan Amanah sesuai peruntukannya. Hati hati klen yang masih Bermain di Kejaksaan, Mungkin sekarang Klen Aman, Tapi Ingat, Kebenaran akan Muncul dgn sendirinya dengan Bermacam Cara. Ini salah satu Contoh  Kasus yang membuka Keburukan dan kezoliman klen para Jaksa. Dan Negra Harus Menindak Tegas Jaksa yg terlibat Supaya tidak ada Lagi Jaksa TOLOL di Negara ini",2026-04-18 12:20:45,berapa korban negara adil renggut jaksa tolol tidak jalan amanah sesuai untuk hati hati klen masih main jaksa mungkin sekarang klen aman ingat benar muncul dgn sendiri macam cara salah satu contoh kasus yang buka keburu kezoliman klen jaksa negra tindak tegas jaksa yg libat tidak lagi jaksa tolol negara
YouTube,"BOBROK nya Hukum dinegeri ini karena SAKING BANYAKNYA OKNUM JAKSA BIBROK yg memenuhi negeri ini, Kejaksaan Agung harus berani mengambil langkah Berani dgn Menindak Tegas Memecat KAJARI dan JPU nya.",2026-04-18 12:20:45,bobrok nya hukum negeri karena saking banyak oknum jaksa bibrok yg penuh negeri jaksa agung berani ambil langkah berani dgn tindak tegas pecat kajari jpu nya
YouTube,"sampai di kasus fandy, sy masih mengapreasi komisi III, tp sejak ini, saya justru muak melihat anda2 berteriak menekan jaksa yang sudah bekerja benar mencari celah korupsi nya, gak ada respek lagi sy dengan para DPR ini, pada teriak busuk, padahal jeruk makan jeruk",2026-04-18 12:20:45,di kasus fandy sy mengapreasi komisi iii tp sejak saya justru muak lihat teriak tekan jaksa sudah kerja benar cari celah korupsi nya gak respek sy para dpr pada teriak busuk padahal jeruk makan jeruk
YouTube,"PECAT SEMUA ITU...., MASIH MUDA² TAPI KERJA UDAH GAK BENAR, MAKIN BURUK INDONESIA KEDEPANNYA KALO DI BIARKAN.!!!!",2026-04-18 12:20:45,pecat semua masih muda kerja udah gak benar makin buruk indonesia depan kalo biar
YouTube,aparat konoha mmg byk yg keparat,2026-04-18 12:20:45,aparat konoha mmg byk yg keparat
YouTube,PECATTTT.....!!!,2026-04-18 12:20:45,pecatttt
YouTube,Kenapa jaksa yg bodoh tdk dipecat?,2026-04-18 12:20:45,jaksa yg bodoh tdk pecat
YouTube,"Itu jaksa baru yang pengetahuannya masih minim perlu didik dan diberikan pelajaran , anda seorang anggota DPR tentu pernah.menjadi seorang yunior yang masih perlu banyak belajar hingga menjadi sekarang, perlu diingat bahwa fungsi anda adalah pengawasan semestinya ga perlu disiarkan langsung sbb ini adalah institusi negara sebagai sebuah batang tubuh ibarat satu sakit semua sakit atau satu salah semua juga salah, ingat bukan hanya polisi, jaksa, hakim bahkan presiden sdh mendapat hujatan masyarakat melalui medsos dgn menyiarkan langsung sebenarnya dpr tidak sadar bahwa mereka juga bagian dari lembaga negara RI, kalau anda melksanan fungsi pengawasan ya tentunya panggil RDP tertutup jangan prosesnya dipertontonkan kayak bgini..apakah kalian sdh paling bersih dan pintar ??",2026-04-18 12:20:45,jaksa baru tahu minim perlu didik beri ajar orang anggota dpr pernahmenjadi orang yunior masih perlu banyak ajar hingga jadi sekarang perlu ingat fungsi adalah awas mesti ga perlu siar langsung sbb adalah institusi negara buah batang tubuh ibarat satu sakit semua sakit satu salah semua salah ingat bukan polisi jaksa hakim bahkan presiden sdh dapat hujat masyarakat lalu medsos dgn siar langsung benar dpr sadar mereka bagi lembaga negara ri kalau melksanan fungsi awas tentu panggil rdp tutup jangan proses tonton kayak bginiapakah kalian sdh paling bersih pintar
YouTube,GK sah milih milih lagi DPR memalukan,2026-04-18 12:20:45,gk sah milih milih dpr malu
YouTube,"Masih yg selevel dan dibawahnya, kencengnya oke. Untuk yang diatasnya, berani kenceng nggak ya ?!. Bertanya dengan nada dering nokia",2026-04-18 12:20:45,yg level bawah kenceng oke yang atas berani kenceng ya tanya nada dering nokia
YouTube,"ada berapa banyak kabupaten di indonesia, ini baru 1, korupsi mengakibatkan kebodohan massal di negri ini",2026-04-18 12:20:45,berapa banyak kabupaten indonesia baru korupsi akibat bodoh massal negri
YouTube,"Saya heran kasus seperti ini sering terjadi d era pa Wowo, jadi curiga nih,permainan apa yg d mainkan pemerintah dan DPR",2026-04-18 12:20:45,heran kasus ini sering jadi d era pa wowo jadi curiga nihpermainan apa yg d main perintah dpr
YouTube,Bagi yg telah memenjarakan rakyat seenaknya saja maka kini saatnya mareka gantian masuk penjara biar tau rasa bagaimana hidup dipenjara,2026-04-18 12:20:45,yg penjara rakyat enak maka kini saat mareka ganti masuk penjara biar tau rasa bagaimana hidup penjara
YouTube,Pejabat nya siapa pun jabatannya apapun KALAU SUDAH MAKAN DUIT HARRRRAAMM LALU MASUK LINGKARAN SETAN PASTI AKAN KESETANAN!!!,2026-04-18 12:20:45,jabat nya siapa jabat apa kalau makan duit harrrraamm lalu masuk lingkar setan akan setan
